name,hp,average_price,age,converted_retreat_cost,pokedex_nr,type,damage,converted_energy_cost,resistance,weakness
Vibrava,80,0.22,4215,1,329,3,35,2.0,80,160
Sylveon-GX,200,4.02,2575,2,700,4,37,1.0,220,400
Absol,70,50.5,7388,1,359,2,5,1.0,70,140
Tangela,50,0.29,8855,2,114,7,20,2.5,50,100
Sabrina's Psyduck,50,1.82,8620,1,54,11,15,1.0,50,100
Drilbur,70,0.04,1287,2,529,5,30,1.5,70,140
Zekrom-EX,180,41.25,4488,3,644,8,100,3.5,180,360
Musharna,100,0.16,1756,2,518,10,25,0.5,100,200
Sylveon-GX,200,4.84,2575,2,700,4,37,1.0,220,400
Ralts,60,0.19,6048,1,280,10,5,0.5,60,70
Dugtrio,90,0.37,1847,1,51,5,30,1.0,90,180
Dragalge,110,0.49,3032,2,691,3,30,1.0,110,220
Deino,60,0.08,4299,2,633,3,20,2.0,60,120
Tapu Bulu-GX,180,13.96,1735,3,787,7,100,2.3333333333333335,180,180
Metapod,60,1.06,7921,2,11,7,10,1.0,60,120
M Charizard-EX,230,154.3,3669,3,6,3,300,5.0,230,460
Metagross,170,0.8,2120,4,376,9,60,1.0,190,340
Trapinch,60,0.06,1378,1,328,5,10,1.0,60,120
Seedot,50,0.13,6232,1,273,7,10,1.0,70,60
Xerneas-EX,170,5.55,3760,2,716,4,100,3.5,190,340
Torchic,50,0.16,5956,1,255,6,5,0.0,50,60
Gligar,60,0.11,5774,1,207,5,10,0.5,80,70
Deoxys ex,110,52.5,6962,1,386,10,50,3.0,110,220
Jirachi,50,13.32,7388,1,385,10,15,1.5,50,100
Dratini,60,0.09,2666,2,147,3,5,0.5,60,120
Skarmory,110,0.23,1938,1,227,9,55,2.5,130,220
Exploud ex,150,16.66,6505,3,295,1,50,2.5,150,300
M Kangaskhan-EX,230,22.0,3669,3,115,1,100,3.0,230,460
Buneary,50,0.15,5391,1,427,1,10,1.0,50,60
Salamence LV.X,160,15.14,5314,2,373,1,100,4.0,180,320
Leafeon,90,3.19,4832,1,470,7,25,1.5,110,180
Heracross,60,1.23,7682,1,214,7,25,2.5,60,120
Beheeyem,80,0.22,1756,1,606,10,55,2.0,80,160
Dusclops ex,100,17.99,6962,2,356,10,0,0.0,130,200
Groudon ex,100,29.16,6505,2,383,5,100,3.0,100,200
Rattata,30,0.05,3032,1,19,1,0,0.0,30,60
Tangrowth LV.X,130,6.07,5314,3,465,7,0,0.0,150,260
Registeel,120,0.37,2120,3,379,9,60,3.0,140,240
Geodude,70,0.1,1847,2,74,5,20,1.5,70,140
Squirtle,60,0.67,5580,1,7,11,15,1.5,60,70
Black Kyurem,130,0.86,4215,2,646,3,60,3.0,130,260
Gligar,50,0.16,5774,1,207,5,10,1.0,70,60
Cosmog,60,0.05,1665,1,789,10,10,1.0,60,120
Wobbuffet,110,0.36,2029,2,202,10,30,2.0,110,220
Rayquaza ex,100,57.78,7486,2,384,1,20,1.0,130,200
Voltorb,40,0.54,8855,1,100,8,10,1.0,40,80
Murkrow,60,0.16,6140,1,198,2,10,1.0,80,70
Galarian Farfetch'd,80,0.04,1483,1,83,5,20,1.5,80,160
Primal Groudon-EX,240,53.16,3207,4,383,5,100,4.0,240,480
Donphan,120,3.78,5216,4,232,5,75,2.0,140,240
Durant,70,0.12,4124,1,632,9,15,1.0,90,140
Comfey,70,0.65,2575,1,764,4,30,2.0,90,140
Jirachi,70,1.95,1938,1,385,9,30,2.0,90,140
Machamp,150,14.97,4950,3,68,5,80,3.5,150,300
Alolan Exeggutor,130,0.34,2302,3,103,3,40,1.5,130,260
Klefki,70,0.12,2211,1,707,4,10,0.5,90,140
Cinccino,90,0.07,2393,1,573,1,0,0.0,90,180
Shroomish,60,0.19,3013,2,285,7,10,1.0,60,120
Rockruff,70,0.03,1287,1,744,5,15,1.5,70,140
Mr. Mime,80,0.13,3396,2,122,4,15,1.0,100,160
Xerneas-GX,180,4.99,2211,2,716,4,47,1.3333333333333333,200,360
Tornadus,110,1.25,4649,1,641,1,40,1.5,130,220
Slowpoke,50,0.38,8035,1,79,10,0,0.0,50,100
Black Kyurem-EX,180,3.62,4215,3,646,3,105,3.5,180,360
Dodrio,90,0.13,3760,1,85,1,35,2.0,110,180
Flareon,90,3.5,4832,1,136,6,40,2.0,90,180
Unown [L],50,0.37,5956,1,201,10,0,0.0,50,60
Lucario,110,13.95,2666,1,448,5,70,2.0,110,220
Poliwhirl,70,1.96,7921,1,61,11,25,2.5,70,140
Emboar,150,60.0,4488,4,500,6,80,4.0,150,300
Gible,50,0.13,2302,1,443,3,0,0.0,50,100
Hoothoot,40,0.89,7682,1,163,1,0,0.0,70,80
Tornadus-EX,180,7.98,4033,2,641,1,30,2.0,200,360
Galarian Sirfetch'd,130,0.32,1483,2,865,5,110,2.0,130,260
Girafarig,90,0.2,2029,1,203,10,35,1.5,90,180
Zweilous,90,0.06,4299,3,634,3,20,1.5,90,180
Gloom,80,0.32,5774,2,44,10,15,1.0,80,100
Cobalion-EX,180,6.0,4124,2,638,9,65,2.0,200,360
Jirachi ◇,80,2.25,2120,1,385,9,10,3.0,100,160
Diancie,90,0.51,2483,1,719,4,15,1.0,110,180
Sliggoo,70,0.07,2575,3,705,3,10,1.0,70,140
Tornadus,110,0.61,3571,1,641,1,40,2.5,130,220
Golem,180,0.68,1847,4,76,5,140,3.5,180,360
Bronzong,130,0.27,1938,3,437,9,70,3.0,150,260
Rhyperior,190,0.43,1567,4,464,5,105,3.5,190,380
Cherubi,50,0.23,5391,1,420,7,5,0.5,70,60
Shellder,50,0.14,6048,1,90,11,10,1.0,50,60
Diggersby,130,0.06,2393,3,660,1,75,3.5,130,260
Tapu Lele-GX,170,31.99,1735,1,786,10,10,1.0,170,170
Shedinja,40,0.5,2029,1,292,10,0,0.0,40,40
Goodra,160,0.68,2575,3,706,3,65,1.5,160,320
Hydreigon,150,4.0,4299,3,635,3,140,4.0,150,300
Weedle,40,0.23,8855,1,13,7,10,1.0,40,80
Heatran,130,0.76,2120,3,485,9,60,2.0,150,260
Vaporeon,110,3.94,4832,2,134,11,40,2.0,110,220
Victini,60,16.45,4572,1,494,6,30,2.0,60,120
Doublade,90,0.13,1756,3,680,10,30,1.0,110,180
Quilava,70,1.81,7921,1,156,6,25,2.5,70,140
Type: Null,110,0.63,2393,2,772,1,50,2.5,110,220
Pichu,40,1.71,6140,1,172,8,20,0.0,60,50
Charizard,120,178.33,7486,2,6,6,45,3.0,120,240
Marill,70,0.79,3396,2,183,4,15,1.5,90,140
Magnezone,140,10.19,4950,3,462,8,50,2.0,160,280
Charmander,70,3.5,3013,2,4,6,20,2.0,70,140
Solrock,90,0.08,1378,1,338,5,30,2.0,90,180
Sudowoodo,100,0.05,1567,1,185,5,5,0.5,100,200
Gulpin,60,0.14,5774,2,316,10,0,0.0,60,70
Noibat,60,0.05,3571,1,714,1,15,1.5,80,120
Fearow,90,0.05,2666,1,22,1,30,0.5,110,180
Honedge,70,0.07,1756,3,679,10,10,1.0,90,140
Sableye,70,3.1,3876,2,302,10,10,1.0,70,70
Heatran,130,5.0,2666,3,485,9,80,2.5,150,260
Ferroseed,60,0.08,1938,3,597,9,20,1.0,80,120
Ferrothorn,120,0.13,1938,3,598,9,50,2.0,140,240
Jangmo-o,60,0.08,2575,2,782,3,30,2.0,60,120
Gardevoir-EX,170,4.39,3396,2,282,4,60,2.0,190,340
Sableye,80,0.1,2029,1,302,10,0,0.0,80,80
Black Kyurem-EX,180,4.36,4124,3,646,3,130,3.5,180,360
Arceus,70,11.14,5314,1,493,2,20,2.0,90,140
Starly,50,0.09,6232,1,396,1,10,1.5,70,60
Glaceon,90,6.5,4832,1,471,11,25,1.5,90,180
Torkoal,80,0.17,5580,2,324,6,25,2.0,80,100
Eevee,50,4.99,7799,1,133,1,10,0.5,50,100
Deoxys ex,90,37.88,7051,2,386,10,50,3.0,90,180
Weedle,50,0.1,5956,1,13,7,0,0.0,50,60
Hippopotas,100,0.05,1378,4,449,5,40,2.5,100,200
Tauros-GX,180,1.33,2666,3,128,1,37,2.0,180,360
Lugia-EX,180,15.0,3851,2,249,1,120,4.0,200,360
Aegislash,130,0.38,1756,3,681,10,10,1.0,150,260
Morelull,60,0.04,2483,1,755,4,10,1.0,80,120
Altaria ex δ,100,35.97,6413,1,334,11,60,3.0,130,200
Mareanie,70,0.08,1756,2,747,10,10,1.0,70,140
Arceus,90,8.11,5314,2,493,7,30,2.0,110,180
Aipom,60,0.1,4299,1,190,1,10,1.0,60,120
Shiinotic,100,0.16,2483,2,756,4,45,2.5,120,200
Bisharp,110,0.37,1938,2,625,9,60,2.0,130,220
Hariyama ex,110,18.68,7051,2,297,5,60,2.5,110,220
Jigglypuff,50,1.87,7682,1,39,1,5,1.0,50,100
Stantler,90,0.14,3032,1,234,1,15,1.0,90,180
Ho-Oh LEGEND,140,16.32,5216,2,250,6,100,4.0,160,280
Celesteela,140,2.0,2120,4,797,9,160,5.0,160,280
Claydol ex,120,20.49,6320,2,344,10,40,2.5,120,240
White Kyurem-EX,180,5.53,4124,3,646,3,80,3.5,180,360
Darkrai & Cresselia LEGEND,150,19.32,4950,2,488,2,50,2.0,150,300
Horsea,50,0.16,5774,1,116,11,5,0.5,50,60
Snubbull,70,0.09,3123,2,209,4,20,1.5,90,140
Pikachu,60,19.49,3876,1,25,8,5,1.0,80,120
Gyarados ★ δ,80,765.0,6597,2,130,6,35,3.0,80,160
Claydol,120,0.21,1567,2,344,5,115,1.5,120,240
Kyogre ex,100,34.99,7296,3,382,11,25,1.5,100,200
Onix,110,0.05,1665,4,95,5,50,1.5,110,220
Kingdra,130,6.83,3396,1,230,3,75,1.5,130,260
Kommo-o-GX,240,1.58,2575,2,784,3,133,3.0,240,480
Dialga-GX,180,2.86,2302,3,483,3,77,2.6666666666666665,180,360
Whiscash,140,0.16,1483,3,340,5,140,2.0,140,280
Kyogre,100,90.0,4852,4,382,11,0,0.0,100,200
Darkrai & Cresselia LEGEND,150,15.44,4950,2,488,2,50,2.0,150,300
Swellow,90,0.3,3760,1,277,1,60,3.0,110,180
Aggron ex,150,35.0,7553,4,306,9,40,4.0,180,300
Sandshrew,60,0.19,6140,1,27,5,15,1.0,80,70
Shroomish,50,0.1,6048,1,285,7,15,1.5,70,60
Aerodactyl-EX,170,3.98,3876,1,142,5,50,2.5,190,340
Diggersby,130,0.14,1378,3,660,5,115,3.5,130,260
Honedge,60,0.07,1938,2,679,9,0,0.0,80,120
Gardevoir ex,150,16.84,7553,2,282,10,5,2.0,150,300
Lugia,100,139.98,4852,3,249,11,40,2.5,120,200
Palkia-GX,180,3.32,2302,3,484,3,70,2.6666666666666665,180,360
Palkia & Dialga LEGEND,160,21.0,4950,3,483,11,0,0.0,160,320
Meowth,60,0.38,4215,1,52,1,20,2.0,60,120
Pikachu ★,60,382.17,6597,1,25,8,15,1.5,60,120
Rayquaza ex,100,45.35,7051,2,384,1,20,2.0,130,200
Ultra Necrozma-GX,190,3.46,2211,2,800,3,10,1.0,190,380
Slakoth,60,0.09,4299,2,287,1,10,1.0,60,120
Seel,60,0.2,6140,2,86,11,10,2.0,60,70
Wurmple,50,0.23,5580,1,265,7,15,1.5,50,60
Cinccino,90,2.0,3851,1,573,1,50,3.0,90,180
Zygarde,150,0.44,2483,4,718,3,115,3.5,150,300
Feraligatr ex,150,7.53,6870,3,160,11,50,3.0,150,300
Glameow,60,0.06,3032,1,431,1,10,1.0,60,120
Wurmple,50,0.07,6232,1,265,7,10,1.0,50,60
Blissey,160,0.37,2575,4,242,1,160,4.0,160,320
Druddigon,100,0.42,3851,2,621,1,60,3.0,100,100
Salamence ex,160,44.63,7051,2,373,1,60,2.0,190,320
Shiftry ex,140,14.47,6320,1,275,2,30,1.5,170,280
Trapinch,50,0.05,1665,1,328,5,5,0.5,50,100
M Charizard-EX,220,64.11,2759,1,6,6,300,5.0,220,440
Bagon,60,0.11,2120,1,371,3,10,1.0,60,120
Skarmory ex,100,10.99,6320,1,227,9,45,2.5,130,200
Doublade,90,0.1,1938,2,680,9,30,2.0,110,180
Palkia,100,8.0,4852,3,484,11,60,4.0,100,200
Clobbopus,80,0.05,1287,2,852,5,30,1.5,80,160
Slaking,150,1.31,4299,4,289,1,100,4.0,150,300
Dunsparce,60,0.13,3032,1,206,1,10,0.5,60,120
Hydreigon,150,0.6,4299,3,635,3,65,3.5,150,300
Snorunt,50,0.33,3013,1,361,11,10,1.0,50,100
Chimchar,50,0.17,5391,1,390,6,10,1.5,50,60
Cubone,60,0.12,1847,1,104,5,5,0.5,60,120
Pikachu,60,2.35,6140,1,25,8,20,2.0,80,70
Mr. Mime,70,0.47,3123,1,122,4,10,2.0,90,140
Giratina,130,3.08,2029,3,487,10,130,3.0,150,260
Hakamo-o,90,0.11,2575,2,783,3,55,2.0,90,180
Silvally-GX,210,2.8,2393,2,773,1,85,3.0,210,420
Blissey ex,160,43.32,6870,1,242,1,30,2.0,160,320
Chingling,50,0.16,5391,1,433,10,0,0.0,50,60
Mudsdale,140,0.17,1287,3,750,5,115,2.5,140,280
Alakazam E4 LV.X,100,27.39,5486,2,65,10,50,3.0,100,200
Hippowdon,150,0.19,1378,4,450,5,115,3.5,150,300
Turtwig,60,0.24,5580,2,387,7,15,1.5,80,70
Exeggcute,40,0.3,7799,1,102,7,5,0.5,40,80
Hitmontop,80,0.15,5774,1,237,5,35,2.5,80,100
M Gardevoir-EX,210,10.4,3396,2,282,4,30,3.0,230,420
Baltoy,60,0.06,1567,1,343,5,20,1.0,60,120
Wartortle,80,3.5,7921,1,8,11,25,1.5,80,160
Kingdra,130,0.78,3396,1,230,3,50,1.5,130,260
Arceus,80,4.5,5314,1,493,6,80,3.0,80,160
Umbreon,100,19.25,4832,2,197,2,55,2.5,120,200
Turtwig,60,2.0,6232,2,387,7,15,0.5,80,70
Kakuna,70,1.07,7682,2,14,7,0,0.0,70,140
Swampert ex,150,59.96,6505,3,260,11,60,3.0,150,300
Cobalion-GX,170,2.18,1938,1,638,9,25,1.0,190,340
Manectric ex,100,19.31,7051,1,310,8,20,1.0,130,200
Voltorb,40,0.55,8035,1,100,8,10,1.0,40,80
Metagross ex,150,36.63,7296,4,376,9,45,3.0,180,300
Registeel ex,90,35.43,6962,2,379,9,5,0.5,90,180
Ambipom,80,0.48,4299,1,424,1,15,1.5,80,160
Eevee,60,8.12,2666,2,133,1,0,0.0,60,120
Rocket's Moltres ex,100,100.0,7143,2,146,2,40,2.5,100,200
Gallade E4 LV.X,100,20.0,5486,1,475,10,40,3.0,100,200
Meowth,60,44.66,4572,1,52,1,15,1.5,60,120
Arceus,80,5.62,5314,1,493,1,0,0.0,80,160
Goldeen,40,1.44,7799,1,118,11,10,1.0,40,80
Chansey,110,0.04,2575,2,113,1,40,2.0,110,220
Lucario-GX,210,3.04,2666,2,448,5,63,2.0,210,420
Celebi,70,4.93,3876,1,251,7,0,0.0,70,140
Typhlosion,140,4.88,5216,2,157,6,70,3.0,140,280
Gabite,80,0.14,2302,1,444,3,20,1.0,80,160
Marshadow,60,0.25,1665,1,802,10,0,0.0,80,120
Sceptile ex δ,140,42.48,6505,1,254,10,60,2.0,170,280
Gumshoos,110,91.98,2666,2,735,1,45,2.5,110,220
Bronzong,110,0.26,3123,3,437,9,35,1.5,130,220
Baltoy,70,0.06,1567,1,343,5,20,1.5,70,140
Pawniard,60,0.06,1938,1,624,9,10,1.0,80,120
Pikachu,60,7.99,2666,1,25,8,15,1.5,80,120
Cobalion,120,13.99,4572,2,638,9,50,2.5,140,240
Blacephalon,110,1.87,1665,2,806,10,0,0.0,130,220
Stunky,60,0.12,6232,1,434,2,10,1.5,80,70
Taillow,50,0.05,3760,1,276,1,10,2.0,70,100
Sliggoo,80,0.1,2211,2,705,3,40,2.5,80,160
Hydreigon,150,70.0,4488,3,635,2,60,4.0,170,300
Whismur,50,0.09,5956,1,293,1,5,0.0,50,60
Groudon ex,100,47.5,7296,3,383,5,40,2.5,100,200
Aerodactyl ex,100,20.04,7553,1,142,1,35,2.0,130,200
Kadabra,70,3.26,7682,1,64,10,25,2.0,70,140
Rocket's Mewtwo ex,100,300.0,7143,2,150,2,37,2.3333333333333335,100,200
Toxapex,110,0.13,1756,2,748,10,70,2.0,110,220
Rhyhorn,80,0.06,1847,2,111,5,20,1.0,80,160
Remoraid,60,0.14,6140,1,223,11,10,1.0,60,70
Ho-Oh-EX,180,5.96,3032,2,250,1,130,3.0,200,360
Rhyperior V,230,1.2,1378,4,464,5,145,3.5,230,460
Sigilyph-GX,170,2.31,2029,2,561,10,70,3.0,190,340
Goodra,160,0.52,2211,3,706,3,80,3.0,160,320
Clefairy,60,0.19,4124,1,35,1,15,1.5,60,120
Rhyhorn,90,0.05,1847,4,111,5,55,3.0,90,180
Combee,40,0.12,5391,1,415,7,10,1.0,60,50
Minccino,60,0.26,3851,1,572,1,10,1.0,60,120
Houndour,50,0.28,5774,1,228,2,5,0.5,70,60
Thundurus-EX,170,8.32,3305,2,642,8,90,2.5,190,340
Coalossal V,220,0.85,1287,4,839,5,135,3.5,220,440
Regirock V,220,1.28,1567,3,377,5,110,2.5,220,440
Vibrava,80,0.12,3396,1,329,3,40,2.0,80,160
Spinda,80,0.03,2666,1,327,1,30,1.0,80,160
Lapras,60,1.54,7682,2,131,11,15,1.5,60,120
Kabutops ex,150,16.88,7553,2,141,11,55,2.5,150,300
Vigoroth,80,0.19,4299,1,288,1,20,2.0,80,160
Floette,70,0.09,3123,1,670,4,10,1.0,90,140
M Gallade-EX,220,21.71,3305,2,475,10,110,3.0,220,440
Gardevoir ex δ,150,28.39,6413,2,282,6,80,3.0,150,300
Hippowdon LV.X,130,24.52,5486,4,450,5,0,0.0,150,260
Purugly,100,0.08,3032,2,432,1,35,2.5,100,200
Ledyba,40,2.11,7682,1,165,7,5,0.5,70,80
Lillipup,60,0.05,2666,1,506,1,10,1.0,60,120
Shuppet,50,0.32,6048,1,353,10,10,1.0,70,60
Arceus,70,3.27,5314,1,493,8,30,2.0,90,140
Ho-Oh ex,110,53.38,6870,2,250,6,10,3.0,110,220
Rocket's Sneasel ex,90,54.95,7143,1,215,2,20,2.0,120,180
Bouffalant,100,0.5,3851,2,626,1,50,3.0,100,200
Taillow,60,0.06,2575,1,276,1,20,1.0,80,120
Hitmonchan,70,0.4,5774,1,107,5,15,1.0,70,90
Ribombee,70,0.08,2483,1,743,4,20,1.0,90,140
Squirtle,40,2.52,8035,1,7,11,5,0.5,40,80
Igglybuff,30,2.52,7682,1,174,1,0,0.0,30,30
Terrakion,130,7.49,4572,4,639,5,60,2.5,130,260
Zoroark,100,75.0,4488,1,571,2,0,0.0,120,200
Medicham,110,0.04,1483,1,308,5,50,2.0,110,220
White Kyurem-EX,180,4.03,4215,3,646,3,105,3.5,180,360
Hitmonlee,80,0.32,5774,1,106,5,45,2.5,80,100
Froslass,90,0.5,3013,2,478,11,0,0.0,90,180
Glaceon LV.X,100,62.33,5866,1,471,11,70,3.0,100,130
Swablu,40,0.2,3851,1,333,1,10,2.0,60,80
Shellos West Sea,60,0.22,6048,1,422,11,5,0.5,60,70
Rattata,30,0.11,4215,1,19,1,0,0.0,30,60
Barboach,70,0.04,1483,2,339,5,10,1.0,70,140
Regice ex,100,31.98,6962,3,378,11,25,2.0,100,200
Marowak,110,0.41,1847,2,105,5,60,2.0,110,220
Rocket's Hitmonchan ex,100,12.5,7143,1,107,2,35,2.0,100,200
Eevee,60,0.38,2666,2,133,1,0,0.0,60,120
Espeon,90,15.17,4832,1,196,10,60,3.0,90,180
Regirock ex,110,27.88,6962,3,377,5,20,1.5,110,220
Vulpix,50,0.18,5580,1,37,6,10,1.0,50,60
Dragonite ex δ,150,44.75,6413,2,149,7,20,1.0,150,150
Umbreon,100,51.96,3876,2,197,2,45,2.5,120,200
Metagross ex,150,18.78,6320,4,376,9,70,3.0,180,300
Ho-Oh LEGEND,140,13.06,5216,2,250,6,100,4.0,160,280
Salandit,70,0.06,1756,1,757,10,20,1.5,70,140
Exeggcute,50,0.71,7799,1,102,10,5,0.5,50,100
Leafeon LV.X,110,41.66,5866,2,470,7,30,2.0,130,140
Granbull,120,0.15,3123,3,210,4,60,1.5,140,240
Dedenne,60,1.29,3013,1,702,8,5,0.5,80,120
Kartana,60,0.42,2120,1,798,9,40,2.0,80,120
Mewtwo ★,80,355.65,6597,1,150,10,25,1.5,80,160
Abra,40,0.49,7921,1,63,10,5,0.5,40,80
Wingull,50,0.09,5956,1,278,11,15,1.5,70,60
Arceus,90,6.12,5314,2,493,11,50,3.0,90,180
Ledyba,50,0.1,5774,1,165,7,15,1.0,70,60
Corphish,50,0.08,5391,1,341,11,10,1.0,50,60
Salamence ex,160,32.0,6320,2,373,1,75,2.0,190,320
Shuckle,60,0.31,6048,1,213,7,10,2.0,60,80
Rhydon,110,0.18,1847,4,112,5,45,2.0,110,220
Vulpix,50,0.35,8035,1,37,6,10,2.0,50,100
M Aerodactyl-EX,210,11.99,3876,1,142,5,110,3.0,230,420
Passimian,110,0.05,1378,1,766,5,35,1.5,110,220
Stakataka-GX,180,2.59,2120,3,805,9,85,3.0,200,360
Salazzle,110,0.2,1756,1,758,10,65,2.0,110,220
Bulbasaur,50,3.87,7921,1,1,7,10,1.5,50,100
Mudbray,80,0.05,1567,2,749,5,20,1.5,80,160
Galarian Yamask,70,0.04,1483,2,562,5,50,2.0,70,140
Flygon ex δ,150,14.48,6413,2,330,10,80,3.0,150,150
Lugia LEGEND,130,21.11,5216,1,249,11,200,3.0,150,260
Eevee,60,14.6,4832,1,133,1,5,1.0,60,120
Zigzagoon,50,0.15,5956,1,263,1,5,0.5,50,60
Nosepass,80,0.05,1665,3,299,5,25,1.5,80,160
Dawn Wings Necrozma-GX,180,2.16,2666,2,800,10,150,3.0,200,360
Bulbasaur,40,2.74,7921,1,1,7,10,1.0,40,80
Galarian Runerigus,100,0.25,1483,2,867,5,60,1.5,100,200
Celebi ★,60,236.66,6505,1,251,7,0,0.0,60,120
Flabébé,30,1.0,3123,1,669,4,0,0.0,50,60
Farfetch'd,60,0.23,4215,1,83,1,20,2.0,80,120
Rocket's Scyther ex,80,51.0,7143,1,123,2,25,2.0,110,160
Weedle,40,0.56,8035,1,13,7,10,1.0,40,80
Cofagrigus,120,0.51,2029,3,563,10,10,2.0,140,240
Palkia & Dialga LEGEND,160,17.05,4950,3,483,11,0,0.0,160,320
Rhyperior,170,0.35,1847,4,464,5,125,3.5,170,340
Binacle,80,0.04,1483,2,688,5,50,3.0,80,160
Mudsdale,150,0.18,1567,3,750,5,120,3.0,150,300
Jirachi,70,1.62,3013,1,385,10,25,1.5,70,140
Regice ex,90,30.95,7296,2,378,11,60,3.0,90,180
Lugia LEGEND,130,17.62,5216,1,249,11,200,3.0,150,260
Grimer,50,0.55,7799,1,88,7,0,0.0,50,100
Wobbuffet,110,0.41,3013,2,202,10,10,2.0,110,220
M Venusaur-EX,230,18.46,2759,4,3,7,120,4.0,230,460
Lileep,80,0.13,5774,2,345,7,25,1.5,80,100
Yamask,70,0.08,2029,1,562,10,0,0.0,90,140
Skitty,50,0.12,3760,1,300,1,5,0.5,50,100
Ralts,60,0.11,3123,1,280,4,15,1.5,80,120
Alakazam ★,80,282.5,6505,1,65,10,0,0.0,80,160
Gallade-EX,170,7.37,3305,2,475,10,40,2.5,170,340
Croagunk,60,0.08,5391,1,453,10,15,1.5,60,70
Ninetales ex,90,55.91,7296,1,38,6,50,2.0,90,180
Coalossal VMAX,330,1.36,1287,4,839,5,140,2.5,330,660
Zigzagoon,60,0.07,3396,1,263,1,10,1.0,60,120
Lickitung,100,0.06,2302,2,108,1,25,1.5,100,200
Gulpin,60,0.45,3013,2,316,10,30,2.0,60,120
Doduo,60,0.13,4124,1,84,1,10,2.0,80,120
Linoone,90,0.22,3396,1,264,1,15,1.0,90,180
Arceus ◇,160,6.14,2211,1,493,1,30,1.0,160,320
Lickilicky,130,0.17,2302,3,463,1,80,3.5,130,260
Raichu ex,100,19.41,7553,1,26,8,70,2.0,100,200
Dusk Mane Necrozma-GX,190,2.39,2666,3,800,9,177,3.3333333333333335,210,380
Caterpie,40,0.62,7921,1,10,7,10,1.5,40,80
Shinx,60,0.1,6140,1,403,8,10,1.0,80,70
Delcatty,80,0.23,3760,1,301,1,15,1.0,80,160
Meowth,50,0.13,5774,1,52,1,10,1.5,50,60
Swablu,40,0.39,4299,1,333,1,10,1.0,60,80
Drifloon,40,0.16,5391,1,425,10,10,0.5,60,50
Arceus,80,7.3,5314,1,493,10,40,3.0,80,160
Galarian Slowbro V,210,0.92,1378,3,80,2,130,3.0,210,420
Trapinch,60,0.07,1665,1,328,5,30,2.0,60,120
Volcanion-EX,180,4.81,2850,3,721,6,130,3.0,180,360
Regirock ex,100,19.25,7296,3,377,5,60,3.0,100,200
Arceus,80,8.16,5314,2,493,5,60,3.0,100,160
Skitty,50,0.21,3396,1,300,1,10,1.0,50,100
Kingdra ex δ,140,9.97,6413,1,230,5,60,2.5,140,280
Squirtle,50,0.71,6048,1,7,11,10,1.0,50,60
Meowstic,90,0.61,3013,1,678,10,30,1.5,90,180
Mewtwo,120,8.43,3876,2,150,10,60,3.0,120,240
Stantler,70,0.08,6048,1,234,1,10,1.0,70,90
Meganium ex,150,13.71,6870,2,154,7,70,4.0,180,300
Charmander,50,1.41,7921,1,4,6,15,1.5,50,100
Barbaracle,120,0.21,1483,3,689,5,65,2.5,120,240
Walrein ex,150,11.4,6320,3,365,11,70,3.0,150,300
Nincada,40,0.2,5774,1,290,7,5,0.5,40,50
Snorlax,100,0.56,4215,4,143,1,50,3.5,100,200
Tornadus,110,1.8,3851,1,641,1,40,1.5,130,220
Wooper,70,0.14,1847,1,194,5,30,2.0,70,140
Bunnelby,70,0.06,2211,2,659,1,10,1.0,70,140
Ledyba,50,2.2,7682,1,165,7,15,1.5,50,100
Stoutland,150,0.24,2666,3,508,1,85,3.5,150,300
Grapploct,130,0.13,1287,2,853,5,40,1.5,130,260
Eevee,60,24.99,4832,1,133,1,5,1.0,60,120
Eevee,60,0.2,2302,1,133,1,20,1.0,60,120
Machamp LV.X,150,15.0,5682,3,68,5,20,3.0,150,190
Flareon ★,70,266.72,6320,1,136,6,50,3.0,70,140
Zamazenta,110,2.44,1287,2,889,5,105,2.0,110,220
Solgaleo-GX,250,5.97,2666,2,791,9,60,1.0,270,500
Charizard ex,160,201.19,7204,2,6,6,125,4.0,160,320
Meowth,60,0.05,2483,1,52,1,10,1.0,60,120
Swellow,90,0.2,2575,1,277,1,30,1.0,110,180
Misdreavus,60,0.2,5774,1,200,10,5,0.5,80,70
Espurr,50,0.22,3013,1,677,10,0,0.0,50,100
Latias ★,80,235.0,7051,1,380,1,30,2.0,110,160
Bidoof,60,0.06,3760,3,399,1,40,2.0,60,120
Spinda,70,0.05,6048,1,327,1,5,0.5,70,90
Aegislash,140,0.67,1938,3,681,9,100,3.0,160,280
Silicobra,80,0.05,1567,2,843,5,0,0.0,80,160
Dodrio,90,0.68,4124,1,85,1,45,2.0,110,180
Furfrou,80,0.09,3032,1,676,1,15,1.0,80,160
Lugia ex,100,119.33,6870,1,249,1,200,3.0,130,200
Rolycoly,70,0.04,1483,2,837,5,10,1.0,70,140
Necrozma,130,0.48,1756,2,800,10,65,2.5,130,260
M Blastoise-EX,220,21.81,2759,3,9,11,120,3.0,220,440
Bibarel,100,0.42,3760,3,400,1,45,2.5,100,200
Rocket's Snorlax ex,100,74.9,7143,3,143,2,40,3.0,100,200
Snorunt,50,0.2,6140,1,361,11,10,0.5,50,60
Typhlosion ex,160,27.12,7553,2,157,6,70,4.0,160,320
Lampent,80,0.07,2029,1,608,10,0,0.0,100,160
Latios ★,80,940.0,7051,1,381,1,30,2.0,110,160
